timestamp,WU,SAWU,w_util,r_util,g_util,old,yng,std
1125000,0.577333,0.577333,0.073333,0.200000,-0.000000,0,0,0.000000
2250000,0.577333,0.577333,0.073333,0.200000,-0.000000,0,0,0.000000
3375000,0.577333,0.577333,0.073333,0.200000,-0.000000,0,0,0.000000
4500000,0.577333,0.577333,0.073333,0.200000,-0.000000,0,0,0.000000
5625000,0.577333,0.577333,0.073333,0.200000,-0.000000,0,0,0.000000
6750000,0.577333,0.577333,0.073333,0.200000,-0.000000,0,0,0.000000
7875000,0.577333,0.577333,0.073333,0.200000,-0.000000,0,0,0.000000
9000000,0.577333,0.577333,0.073333,0.200000,-0.000000,0,0,0.000000
10125000,0.577333,0.577333,0.073333,0.200000,-0.000000,0,0,0.000000
11250000,0.577333,0.577333,0.073333,0.200000,-0.000000,0,0,0.000000
12375000,0.577333,0.577333,0.073333,0.200000,-0.000000,0,0,0.000000
13500000,0.577333,0.577333,0.073333,0.200000,-0.000000,0,0,0.000000
14625000,0.577333,0.577333,0.073333,0.200000,-0.000000,0,0,0.000000
15750000,0.577333,0.577333,0.073333,0.200000,-0.000000,0,0,0.000000
16875000,0.577333,0.577333,0.073333,0.200000,-0.000000,0,0,0.000000
18000000,0.577333,0.577333,0.073333,0.200000,-0.000000,0,0,0.000000
19125000,0.577333,0.577333,0.073333,0.200000,-0.000000,0,0,0.000000
20250000,0.577333,0.577333,0.073333,0.200000,-0.000000,0,0,0.000000
21375000,0.577333,0.577333,0.073333,0.200000,-0.000000,0,0,0.000000
22500000,0.577333,0.577333,0.073333,0.200000,-0.000000,0,0,0.000000
23625000,0.577333,0.577333,0.073333,0.200000,-0.000000,0,0,0.000000
24750000,0.577333,0.577333,0.073333,0.200000,-0.000000,0,0,0.000000
25875000,0.577333,0.577333,0.073333,0.200000,-0.000000,0,0,0.000000
27000000,0.586587,0.586587,0.073333,0.200000,0.022222,1,0,0.099499
28125000,0.586587,0.586587,0.072673,0.200220,0.022222,1,0,0.140000
29250000,0.586587,0.586587,0.072673,0.201900,0.022222,1,0,0.170587
30375000,0.586587,0.586587,0.072673,0.203320,0.027071,1,0,0.217945
31500000,0.586587,0.586587,0.072673,0.203920,0.027071,1,0,0.237487
32625000,0.586587,0.586587,0.072673,0.204680,0.029496,1,0,0.255147
33750000,0.586587,0.586587,0.072673,0.204820,0.029496,1,0,0.286182
34875000,0.586587,0.586587,0.072673,0.205220,0.029496,1,0,0.300000
36000000,0.586587,0.586587,0.072673,0.205260,0.029496,1,0,0.312890
37125000,0.586587,0.586587,0.072673,0.205520,0.031920,1,0,0.336304
38250000,0.586587,0.586587,0.072673,0.205400,0.031920,1,0,0.346987
39375000,0.586587,0.586587,0.072673,0.205580,0.031920,1,0,0.357071
40500000,0.586587,0.586587,0.072673,0.205720,0.031920,1,0,0.375633
41625000,0.586587,0.586587,0.072673,0.205800,0.034344,1,0,0.384187
42750000,0.586587,0.586587,0.072673,0.205720,0.031920,1,0,0.392301
43875000,0.586587,0.586587,0.072673,0.205780,0.031920,1,0,0.407308
45000000,0.586587,0.586587,0.072673,0.205860,0.031920,1,0,0.414246
46125000,0.595840,0.595840,0.072673,0.205740,0.032613,2,0,0.443959
47250000,0.595840,0.595840,0.072013,0.206640,0.034344,2,0,0.455522
48375000,0.595840,0.595840,0.072673,0.206860,0.034344,2,0,0.460869
49500000,0.595840,0.595840,0.072673,0.206360,0.036769,2,0,0.465940
50625000,0.595840,0.595840,0.072673,0.206060,0.036769,2,0,0.475289
51750000,0.595840,0.595840,0.072673,0.205940,0.036769,2,0,0.479583
52875000,0.595840,0.595840,0.072673,0.205920,0.036769,2,0,0.483632
54000000,0.595840,0.595840,0.072673,0.205960,0.036769,2,0,0.491019
55125000,0.595840,0.595840,0.072673,0.205920,0.037476,2,0,0.514198
56250000,0.595840,0.595840,0.072013,0.206740,0.036649,2,0,0.517204
57375000,0.595840,0.595840,0.072673,0.206900,0.039193,2,0,0.522590
58500000,0.595840,0.595840,0.072673,0.206540,0.037476,2,0,0.543691
59625000,0.595840,0.595840,0.072013,0.207140,0.039767,2,0,0.563826
60750000,0.595840,0.595840,0.072013,0.208320,0.039767,2,0,0.601582
61875000,0.595840,0.595840,0.072013,0.209320,0.039767,2,0,0.619355
63000000,0.595840,0.595840,0.072013,0.210180,0.042178,2,0,0.652993
64125000,0.595840,0.595840,0.072013,0.210640,0.042178,2,0,0.668954
65250000,0.595840,0.595840,0.072013,0.210660,0.042178,2,0,0.684397
66375000,0.595840,0.595840,0.072013,0.210860,0.042178,2,0,0.713863
67500000,0.595840,0.595840,0.072013,0.211300,0.044589,2,0,0.727942
68625000,0.595840,0.595840,0.072013,0.211180,0.042178,2,0,0.741620
69750000,0.595840,0.595840,0.072013,0.211340,0.044589,2,0,0.767854
70875000,0.595840,0.595840,0.072013,0.211360,0.044589,2,0,0.780448
72000000,0.595840,0.595840,0.072013,0.211540,0.047000,2,0,0.804674
73125000,0.595840,0.595840,0.072013,0.211520,0.047000,2,0,0.816333
74250000,0.605093,0.605093,0.072013,0.211480,0.047733,3,0,0.839702
75375000,0.605093,0.605093,0.071353,0.212660,0.049411,3,0,0.861336
76500000,0.605093,0.605093,0.072013,0.212660,0.047000,3,0,0.871780
77625000,0.605093,0.605093,0.072013,0.212160,0.049191,3,0,0.903106
78750000,0.605093,0.605093,0.072013,0.213220,0.049411,3,0,0.912743
79875000,0.605093,0.605093,0.072013,0.212860,0.050151,3,0,0.932952
81000000,0.605093,0.605093,0.071353,0.213620,0.049931,3,0,0.971803
82125000,0.605093,0.605093,0.071353,0.214680,0.049931,3,0,0.990505
83250000,0.605093,0.605093,0.071353,0.215640,0.051822,3,0,1.006926
84375000,0.605093,0.605093,0.072013,0.214120,0.051822,3,0,1.014889
